"group","post-operative","code","dx","number","admitdiagnosis","admitdxpath","numobs","possible group",
"Cardiovascular",1,"1213.02","Aneurysm, thoracic aortic endoluminal repair","1","S-TAAENDOLU",,,,"ANZICS addition – we have invented this diagnosis code"
"Respiratory",1,"1301.01","Infection/abscess, other surgery for","1","S-OTHINFX","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Infection/abscess, other surgery for",86,,
"Respiratory",1,"1301.02","Thoracotomy for thoracic/respiratory infection","1","S-RESPINFX","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for thoracic/respiratory infection",183,,
"Respiratory",1,"1302.01","Thoracotomy for benign tumour (e.g. mediastinal chest wall mass, thymectomy)","1","S-BENTUMOR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy)",47,,
"Respiratory",1,"1302.02","Thoracotomy for lung cancer","1","S-LUNGCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for lung cancer",608,,
"Respiratory",1,"1302.03","Thoracotomy for other malignancy in chest","1","S-CHESTMAL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for other malignancy in chest",67,,
"Respiratory",1,"1303.01","Cancer oral/sinus surgery for","1","S-ORASINCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Cancer, oral/sinus, surgery for",230,,
"Respiratory",1,"1303.02","Cancer-laryngeal/tracheal, surgery for","1","S-LARTRACA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Cancer-laryngeal/tracheal, surgery for",214,,
"Respiratory",1,"1304.01","Apnea-sleep; surgery for (e.g. UPPP-uvulopalatopharyngoplasty)","1","S-SLEEPAPN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Apnea-sleep; surgery for (i.e., UPPP - uvulopalatopharyngoplasty)",21,,
"Respiratory",1,"1304.02","Biopsy, open lung","1","S-LUNGBIOP","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Biopsy, open lung",47,,
"Respiratory",1,"1304.03","Bullectomy","1","S-BULLECT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Bullectomy",9,,
"Respiratory",1,"1304.04","Facial surgery (if related to trauma, see Trauma)","1","S-FACIAL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Facial surgery (if related to trauma, see Trauma)",57,,
"Respiratory",1,"1304.05","Respiratory surgery, other","1","S-RESOTHER","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Respiratory surgery, other",206,,
"Respiratory",1,"1304.06","Thoracotomy for bronchopleural fistula","1","S-BPFISTUL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for bronchopleural fistula",19,,
"Respiratory",1,"1304.07","Thoracotomy for lung reduction","1","S-THORREDU","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for lung reduction",53,,
"Respiratory",1,"1304.08","Thoracotomy for other reasons","1","S-THOROTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for other reasons",141,,
"Respiratory",1,"1304.09","Thoracotomy for pleural disease","1","S-PLEURDIS","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for pleural disease",295,,
"Respiratory",1,"1304.10","Tracheostomy","1","S-TRACHEOT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Tracheostomy",171,,
"Gastrointestinal",1,"1401.01","GI Perforation/rupture, surgery for","1","S-GIPERFOR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|GI perforation/rupture, surgery for",918,,
"Gastrointestinal",1,"1403.01","Bleeding - lower GI, surgery for","1","S-LGIBLEED","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Bleeding-lower GI, surgery for",53,,
"Gastrointestinal",1,"1403.02","Bleeding - other GI, surgery for","1","S-GIBLEOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Bleeding-other GI, surgery for",31,,
"Gastrointestinal",1,"1403.03","Bleeding - upper GI, surgery for","1","S-UGIBLEED","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Bleeding-upper GI, surgery for",74,,
"Gastrointestinal",1,"1403.04","Bleeding - variceal, surgery for (excluding vascular shunting-see surgery for portosystemic shunt, 1408.12)","1","S-VARBLEED","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Bleeding-variceal, surgery for (excluding vascular shunting-see surgery for portosystemic shunt)",17,,
"Gastrointestinal",1,"1404.01","GI obstruction, surgery for (including lysis of adhesions)","1","S-GIOBSTRX","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|GI obstruction, surgery for (including lysis of adhesions)",1018,,
"Gastrointestinal",1,"1405.01","Thoracotomy for oesophageal cancer","1","S-THESOPCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for esophageal cancer",23,,
"Gastrointestinal",1,"1405.02","Cancer - colon/rectal, surgery for (including abdominoperineal resections)","1","S-LGINTCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Cancer-colon/rectal, surgery for (including abdominoperineal resections)",474,,
"Gastrointestinal",1,"1405.03","Cancer - oesophageal, surgery for (abdominal approach)","1","S-ESOPHCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Cancer-esophageal, surgery for (abdominal approach)",113,,
"Gastrointestinal",1,"1405.04","Cancer- other GI tract, surgery for (e.g. hepatoma, gallbladder etc.)","1","S-GIOTHCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Cancer-other GI tract, surgery for (i.e., hepatoma, gallbladder etc.)",245,,
"Gastrointestinal",1,"1405.05","Cancer - small intestinal, surgery for","1","S-SMINTCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Cancer-small intestinal, surgery for",34,,
"Gastrointestinal",1,"1405.06","Cancer - stomach, surgery for","1","S-STOMACCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Cancer-stomach, surgery for",71,,
"Gastrointestinal",1,"1405.07","Whipple surgery for pancreatic cancer","1","S-PANCRECA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Whipple-surgery for pancreatic cancer",215,,
"Gastrointestinal",1,"1406.01","Cholecystectomy/Cholangitis, surgery for (gallbladder removal)","1","S-CHOLANGI","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Cholecystectomy/cholangitis, surgery for (gallbladder removal)",440,,
"Gastrointestinal",1,"1407.01","Liver transplant","1","S-LIVTRAN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Transplant|Liver transplant",125,,
"Gastrointestinal",1,"1408.01","Appendectomy","1","S-APPENDIX","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Appendectomy",134,,
"Gastrointestinal",1,"1408.02","CAPD catheter insertion","1","S-CAPD","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|CAPD catheter insertion",3,,
"Gastrointestinal",1,"1408.03","Complications of previous GI surgery; surgery for anastomotic leak, bleeding, abscess, infection etc","1","S-GICOMPL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Complications of previous GI surgery; surgery for (anastomotic leak, bleeding, abscess, infection, dehiscence, etc.)",303,,
"Gastrointestinal",1,"1408.04","Oesophageal surgery, other","1","S-ESOPHOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Esophageal surgery, other",71,,
"Gastrointestinal",1,"1408.05","Gastrostomy","1","S-GASTROST","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Gastrostomy",31,,
"Gastrointestinal",1,"1408.06","GI surgery, other","1","S-GIOTHER","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|GI surgery, other",266,,
"Gastrointestinal",1,"1408.07","Hernia-hiatal, oesophageal  surgery for","1","S-HIATALH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Hernia-hiatal, esophageal surgery for",81,,
"Gastrointestinal",1,"1408.08","Herniorrhaphy","1","S-HERNIA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Herniorrhaphy",161,,
"Gastrointestinal",1,"1408.09","Obesity-morbid, surgery for","1","S-OBESITY","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Obesity-morbid, surgery for",109,,
"Gastrointestinal",1,"1408.10","Peritoneal lavage","1","S-PERITLAV","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Peritoneal lavage",4,,
"Gastrointestinal",1,"1408.11","Shunt, peritoneal-venous surgery for","1","S-PVENSHUN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Shunt, peritoneal-venous; surgery for",4,,
"Gastrointestinal",1,"1408.12","Shunt, portosystemic surgery for","1","S-PORTSHUN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Shunt-portosystemic, surgery for",18,,
"Gastrointestinal",1,"1408.13","Splenectomy","1","S-SPLEEN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Splenectomy",80,,
"Gastrointestinal",1,"1409.01","Fistula/Abscess, surgery for (not inflammatory bowel disease)","1","S-GIFISTAB","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Fistula/abscess, surgery for (not inflammatory bowel disease)",115,,
"Gastrointestinal",1,"1409.02","GI abscess/cyst - primary, surgery for (for complications of GI surgery, see 1408.03)","1","S-GIABSCYS","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|GI Abscess/cyst-primary, surgery for",74,,
"Gastrointestinal",1,"1410.01","GI vascular ischaemia, surgery for (resection)","1","S-GIVASISC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|GI vascular ischemia, surgery for (resection)",203,,
"Gastrointestinal",1,"1411.01","Pancreatitis, surgery for","1","S-PANCREAT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Pancreatitis, surgery for",39,,
"Gastrointestinal",1,"1412.01","Peritonitis, surgery for","1","S-PERITON","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Peritonitis, surgery for",41,,
"Gastrointestinal",1,"1413.01","Diverticular disease, surgery for","1","S-DIVERTIC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Diverticular disease, surgery for",136,,
"Gastrointestinal",1,"1413.02","Inflammatory bowel disease, surgery for","1","S-INFBOWDI","admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Inflammatory bowel disease, surgery for",33,,
"Neurological",1,"1501.01","Haemorrhage/Haematoma - intracranial, surgery for","1","S-ICH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Hemorrhage/hematoma-intracranial, surgery for",173,,
"Neurological",1,"1502.01","Haematoma, epidural, surgery for","1","S-EPIHEMA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Hematoma-epidural, surgery for",34,,
"Neurological",1,"1502.02","Haematoma, subdural, surgery for","1","S-SDH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Hematoma subdural, surgery for",361,,
"Neurological",1,"1503.01","Arteriovenous malformation, surgery for","1","S-AVMALFOR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Arteriovenous malformation, surgery for",144,,
"Neurological",1,"1503.02","Subarachnoid haemorrhage/Intracranial aneurysm, surgery for","1","S-SAH/ICA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Subarachnoid hemorrhage/intracranial aneurysm, surgery for",295,,
"Neurological",1,"1504.01","Complications of previous spinal cord surgery, surgery for","1","S-SPINCOMP","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Complications for previous spinal cord surgery, surgery for",71,,
"Neurological",1,"1504.02","Devices for spine fracture/dislocation","1","S-SPINDEV","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Devices for spine fracture/dislocation",18,,
"Neurological",1,"1504.03","Fusion-spinal/Harrington rods","1","S-SPINFUS","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Fusion-spinal/Harrington rods",578,,
"Neurological",1,"1504.04","Neoplasm-spinal cord surgery or other related procedures","1","S-SPINNEO","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Neoplasm-spinal cord, surgery or other related procedures",103,,
"Neurological",1,"1504.05","Spinal cord surgery, other","1","S-SPINEOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Spinal cord surgery, other",74,,
"Neurological",1,"1504.06","Sympathectomy","1","S-SYMPATH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Sympathectomy",0,,
"Neurological",1,"1505.01","Neoplasm-cranial, surgery for (excluding transphenoidal)","1","S-CRANNEO","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Neoplasm-cranial, surgery for (excluding transphenoidal)",1172,,
"Neurological",1,"1505.02","Transphenoidal surgery","1","S-TRANSPHE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Transphenoidal surgery",178,,
"Neurological",1,"1506.01","Abscess/infection-cranial, surgery for","1","S-CRANINFX","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Abscess/infection-cranial, surgery for",68,,
"Neurological",1,"1506.02","Anastomosis, vascular","1","S-VASCANAS","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Anastomosis, vascular",7,,
"Neurological",1,"1506.03","Biopsy, brain","1","S-BRAINBIO","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Biopsy, brain",119,,
"Neurological",1,"1506.04","Burr hole placement","1","S-BURRHOLE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Burr hole placement",151,,
"Neurological",1,"1506.05","Cerebrospinal fluid leak, surgery for","1","S-CSFLEAK","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Cerebrospinal fluid leak, surgery for",43,,
"Neurological",1,"1506.06","Cranioplasty and complications from previous craniotomies","1","S-CRANCOMP","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Cranioplasty and complications from previous craniotomies",191,,
"Neurological",1,"1506.07","Neurologic surgery, other","1","S-NEUOTHER","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Neurologic surgery, other",389,,
"Neurological",1,"1506.08","Seizures-intractable, surgery for","1","S-SEIZURE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Seizures-intractable, surgery for",39,,
"Neurological",1,"1506.09","Shunts and revisions","1","S-SHUNTS","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Shunts and revisions",148,,
"Neurological",1,"1506.10","Stereotactic procedure","1","S-STEREOPR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Stereotactic procedure",58,,
"Neurological",1,"1506.11","Ventriculostomy","1","S-VENTRIC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Ventriculostomy",41,,
"Trauma",1,"1601.01","Head (CNS) only trauma, surgery for","1","S-TRAUMHEA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head only trauma",119,,
"Trauma",1,"1601.02","Head/abdomen trauma, surgery for","1","S-TRHEABD","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head/abdomen trauma",9,,
"Trauma",1,"1601.03","Head/chest trauma, surgery for","1","S-TRHECHES","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head/chest trauma",13,,
"Trauma",1,"1601.04","Head/extremity trauma, surgery for","1","S-TRHEEXTR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head/extremity trauma",30,,
"Trauma",1,"1601.05","Head/face trauma, surgery for","1","S-TRHEFACE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head/face trauma",10,,
"Trauma",1,"1601.06","Head/multiple trauma, surgery for","1","S-TRHEMULT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head/multiple trauma",51,,
"Trauma",1,"1601.07","Head/pelvis trauma, surgery for","1","S-TRHEPELV","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head/pelvis trauma",0,,
"Trauma",1,"1601.08","Head/spinal trauma, surgery for","1","S-TRHESPIN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Head/spinal trauma",11,,
"Trauma",1,"1602.01","Abdomen only trauma, surgery for","1","S-TRAUMABD","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Abdomen only trauma",66,,
"Trauma",1,"1602.02","Abdomen/extremity trauma, surgery for","1","S-TRABEXTR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Abdomen/extremity trauma",32,,
"Trauma",1,"1602.03","Abdomen/face trauma, surgery for","1","S-TRABFACE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Abdomen/face trauma",7,,
"Trauma",1,"1602.04","Abdomen/multiple trauma, surgery for","1","S-TRABMULT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Abdomen/multiple trauma",82,,
"Trauma",1,"1602.05","Abdomen/pelvis trauma, surgery for","1","S-TRABPELV","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Abdomen/pelvis trauma",10,,
"Trauma",1,"1602.06","Chest/abdomen trauma, surgery for","1","S-TRCHABD","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Chest/abdomen trauma",58,,
"Trauma",1,"1602.07","Chest/extremity trauma, surgery for","1","S-TRCHEXTR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Chest/extremity trauma",20,,
"Trauma",1,"1602.08","Chest/face trauma, surgery for","1","S-TRCHFACE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Chest/face trauma",1,,
"Trauma",1,"1602.09","Chest/multiple trauma, surgery for","1","S-TRCHMULT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Chest/multiple trauma",35,,
"Trauma",1,"1602.10","Chest/pelvis trauma, surgery for","1","S-TRCHPELV","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Chest/pelvis trauma",3,,
"Trauma",1,"1602.11","Chest/thorax only trauma, surgery for","1","S-TRAUMCHE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Chest/thorax only trauma",30,,
"Trauma",1,"1602.12","Extremity only trauma, surgery for","1","S-TRAUMEXT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Extremity only trauma, surgery for",396,,
"Trauma",1,"1602.13","Extremity/face trauma, surgery for","1","S-TREXTFAC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Extremity/face trauma, surgery for",13,,
"Trauma",1,"1602.14","Extremity/multiple trauma, surgery for","1","S-TREXTMUL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Extremity/multiple trauma, surgery for",81,,
"Trauma",1,"1602.15","Face only trauma, surgery for","1","S-TRAUMFAC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Face only trauma, surgery for",33,,
"Trauma",1,"1602.16","Face/multiple trauma, surgery for","1","S-TRFACMUL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Face/multiple trauma, surgery for",14,,
"Trauma",1,"1602.17","Pelvis/extremity trauma, surgery for","1","S-TRPELEXT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Pelvis/extremity trauma",19,,
"Trauma",1,"1602.18","Pelvis/face trauma, surgery for","1","S-TRPELFAC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Pelvis/face trauma",0,,
"Trauma",1,"1602.19","Pelvis/hip trauma, surgery for","1","S-TRAUMPEL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Pelvis/hip trauma",106,,
"Trauma",1,"1602.20","Pelvis/multiple trauma, surgery for","1","S-TRPELMUL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Pelvis/multiple trauma",8,,
"Trauma",1,"1602.21","Trauma surgery, other","1","S-TRAUMOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Trauma surgery, other",19,,
"Trauma",1,"1602.21","Trauma surgery, other","2","S-TRPELSPI","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Pelvis/spinal trauma",0,,
"Trauma",1,"1603.01","Burns","1","S-BURNS",,,,"ANZICS addition – we have invented this diagnosis code"
"Trauma",1,"1604.01","Abdomen/spinal trauma, surgery for","1","S-TRABSPIN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Abdomen/spinal trauma",4,,
"Trauma",1,"1604.02","Chest/spinal trauma, surgery for","1","S-TRCHSPIN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Chest/spinal trauma",2,,
"Trauma",1,"1604.03","Spinal/extremity trauma, surgery for","1","S-TRSPIEXT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Spinal/extremity trauma",12,,
"Trauma",1,"1604.04","Spinal/face trauma, surgery for","1","S-TRSPIFAC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Spinal/face trauma",3,,
"Trauma",1,"1604.05","Spinal/multiple trauma, surgery for","1","S-TRSPIMUL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Spinal/multiple trauma",17,,
"Trauma",1,"1605.01","Spinal cord only trauma, surgery for","1","S-TRAUMSPI","admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Spinal cord only trauma",31,,
"Renal/Genitourinary",1,"1701.01","Cystectomy for neoplasm","1","S-CYSTNEO","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Cystectomy for neoplasm",68,,
"Renal/Genitourinary",1,"1701.02","Nephrectomy for neoplasm","1","S-NEPHRNEO","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Nephrectomy for neoplasm",138,,
"Renal/Genitourinary",1,"1701.03","Prostatectomy, suprapubic: for cancer","1","S-SUPROSCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Prostatectomy, suprapubic; for cancer",29,,
"Renal/Genitourinary",1,"1701.04","TURP, transurethral prostate resection for cancer","1","S-TURCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|TURP, transurethral prostate resection for cancer",6,,
"Renal/Genitourinary",1,"1703.01","Bladder repair for perforation/rupture","1","S-REPBLAD","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Bladder repair of perforation/rupture",17,,
"Renal/Genitourinary",1,"1703.02","Cystectomy (other reasons)","1","S-CYSTOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Cystectomy, other reasons",31,,
"Renal/Genitourinary",1,"1703.03","Nephrectomy (other reasons)","1","S-NEPHROTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Nephrectomy (other reasons)",42,,
"Renal/Genitourinary",1,"1703.04","Obstruction due to nephrolithiasis, surgery for (with/without ileal-conduit)","1","S-OBNEPHRO","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Obstruction due to nephrolithiasis, surgery for (with or without ileal-conduit)",144,,
"Renal/Genitourinary",1,"1703.05","Obstruction/other, surgery for (with or without ileal-conduit)","1","S-OBSTROTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Obstruction/other, surgery for (with or without ileal conduit)",58,,
"Renal/Genitourinary",1,"1703.06","Orchiectomy with/without pelvic lymph node dissection","1","S-ORCHIECT","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Orchiectomy with or without pelvic lymph node dissection",0,,
"Renal/Genitourinary",1,"1703.07","Prostatectomy, suprapubic; for benign prostatic hypertrophy","1","S-SPBPH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Prostatectomy, suprapubic; for benign prostatic hypertrophy",11,,
"Renal/Genitourinary",1,"1703.08","TURP, transurethral prostate resection for benign prostatic hypertrophy","1","S-TURBPH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|TURP, transurethral prostate resection for benign prostatic hypertrophy",17,,
"Renal/Genitourinary",1,"1704.01","Kidney transplant","1","S-KIDTRAN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Transplant|Kidney transplant",71,,
"Renal/Genitourinary",1,"1705.01","Exenteration, pelvic-male","1","S-PELVEXM","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Exenteration, pelvic-male",0,,
"Renal/Genitourinary",1,"1705.02","Exenteration, pelvic-female","1","S-PELVEXEN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Exenteration, pelvic-female",26,,
"Renal/Genitourinary",1,"1705.03","Genitourinary surgery, other","1","S-GENOTHER","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Genitourinary surgery, other",194,,
"Renal/Genitourinary",1,"1705.04","Lymph node dissection, pelvic or retroperitioneal (female)","1","S-LYMPHDIS","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Lymph node dissection, pelvic or retroperitoneal (female)",6,,
"Renal/Genitourinary",1,"1705.05","Lymph node dissection, pelvic or retroperitioneal (male)","1","S-LYMPHDSX","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Lymph node dissection, pelvic or retroperitoneal (male)",3,,
"Renal/Genitourinary",1,"1705.06","Pelvic relaxation (cystocele, rectocele, etc.)","1","S-PELVREL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Pelvic relaxation (cystocele, rectocele, etc.)",1,,
"Gynaecological",1,"1801.01","Hysterectomy for cancer with or without lymph node dissection","1","S-HYSTERCA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Hysterectomy for cancer with or without lymph node dissection",132,,
"Gynaecological",1,"1801.02","Hysterectomy for other benign neoplasm/fibroids","1","S-HYSTFIB","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Hysterectomy for other benign neoplasm/fibroids",78,,
"Gynaecological",1,"1802.01","Caesarean section","1","S-CSECTION","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Cesarean section",204,,
"Gynaecological",1,"1802.02","Ectopic pregnancy (all)","1","S-ECTOPIC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Ectopic pregnancy (all)",14,,
"Gynaecological",1,"1803.01","Cyst, ruptured ovarian","1","S-RUPOVCYS","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Cyst, rupture ovarian",3,,
"Gynaecological",1,"1803.02","Oophorectomy with/without salpingectomy with/without lymph node dissection","1","S-OOPHOREC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Oophorectomy with or without salpingectomy with or without lymph node dissection",34,,
"Muscoskeletal/Skin disease",1,"1902.01","Amputation (non-traumatic)","1","S-AMPUTATN","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Amputation (non-traumatic)",120,,
"Muscoskeletal/Skin disease",1,"1902.02","Fracture-pathological, non-union, non-traumatic","1","S-FRXOTHER","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Fracture-pathological, non-union, non-traumatic, for fractures due to trauma see Trauma",117,,
"Muscoskeletal/Skin disease",1,"1902.03","Hip replacement (non-traumatic)","1","S-TOTALHIP","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Hip replacement, total (non-traumatic)",171,,
